Car,Driver,StartPos,MidRace,CloserPos,FinishPos,HighPos,LowPos,AvgPos,PassDiff,GreenPass,GreenPassed,QualityPasses,PercentQualityPasses,NumFastestLaps,LapsTop15,PercentLapsTop15,LapsLed,PercentLapsLed,TotalLaps,DriverRating,Pts
19,Martin Truex Jr,5,4,3,1,1,32,6.3,16,86,70,46,53.49,52,280,89.7,64,20.5,312,124.7,49
22,Joey Logano,9,1,1,2,1,13,2.5,4,41,37,30,73.17,38,312,100.0,143,45.8,312,134.8,54
11,Denny Hamlin,3,6,5,3,1,11,3.8,3,44,41,38,86.36,38,312,100.0,33,10.6,312,125.0,49
2,Brad Keselowski,1,5,2,4,1,28,3.9,-2,61,63,32,52.46,14,310,99.4,19,6.1,312,116.6,48
9,Chase Elliott,6,9,8,5,3,30,11.8,35,139,104,50,35.97,10,201,64.4,0,0.0,312,93.7,40
4,Kevin Harvick,18,7,6,6,4,29,7.7,1,105,104,70,66.67,11,309,99.0,0,0.0,312,102.9,40
5,Kyle Larson,2,22,4,7,1,33,10.6,37,145,108,63,43.45,45,232,74.4,1,0.3,312,99.7,32
24,William Byron,10,8,7,8,5,32,10.6,28,134,106,75,55.97,7,265,84.9,0,0.0,312,94.3,36
20,Christopher Bell,4,10,13,9,2,19,8.6,1,84,83,65,77.38,10,301,96.5,0,0.0,312,97.3,29
12,Ryan Blaney,8,3,11,10,1,17,4.8,-4,68,72,44,64.71,14,312,100.0,35,11.2,312,107.4,43
10,Aric Almirola,32,11,9,11,5,32,14.0,14,139,125,60,43.17,0,210,67.3,0,0.0,312,82.2,29
47,Ricky Stenhouse Jr,11,16,15,12,1,23,12.5,-8,104,112,48,46.15,1,259,83.0,1,0.3,312,84.3,25
48,Alex Bowman,21,14,17,13,11,33,17.2,36,146,110,33,22.6,1,162,51.9,0,0.0,312,76.2,24
21,Matt DiBenedetto,20,12,18,14,8,27,13.9,-8,98,106,52,53.06,1,227,72.8,0,0.0,312,81.6,24
1,Kurt Busch,12,13,12,15,6,26,13.6,-2,107,109,49,45.79,0,243,77.9,0,0.0,312,81.0,22
23,Bubba Wallace,25,24,16,16,1,26,15.7,0,136,136,35,25.74,4,123,39.4,4,1.3,312,74.5,21
3,Austin Dillon,13,25,14,17,11,33,21.3,10,103,93,11,10.68,4,46,14.7,0,0.0,312,64.1,20
17,Chris Buescher,17,19,25,18,13,29,22.9,-16,121,137,3,2.48,0,5,1.6,0,0.0,312,57.2,19
42,Ross Chastain,22,20,19,19,10,28,20.2,-5,100,105,7,7,0,16,5.1,0,0.0,312,61.0,18
43,Erik Jones,14,15,21,20,8,30,17.1,-19,113,132,20,17.7,0,118,37.8,0,0.0,312,67.3,17
99,Daniel Suarez,27,23,20,21,14,33,23.8,2,113,111,2,1.77,0,0,0.0,0,0.0,312,52.5,16
14,Chase Briscoe,26,18,22,22,2,29,19.2,-9,140,149,16,11.43,0,80,25.6,0,0.0,312,64.7,15
34,Michael McDowell,16,27,23,23,11,31,24.2,-4,102,106,3,2.94,0,20,6.4,0,0.0,312,52.3,14
77,Justin Haley,29,28,26,24,3,33,28.1,-5,87,92,4,4.6,0,3,1.0,0,0.0,312,46.3,0
18,Kyle Busch,7,30,24,25,5,31,17.5,-5,104,109,45,43.27,1,145,46.5,0,0.0,311,80.7,17
37,Ryan Preece,15,26,27,26,12,31,25.3,1,97,96,11,11.34,0,7,2.2,0,0.0,311,48.8,11
7,Corey Lajoie,33,2,28,27,1,33,23.9,-4,84,88,5,5.95,0,43,13.8,12,3.9,311,53.3,10
6,Ryan Newman,19,29,29,28,15,33,26.9,-20,65,85,5,7.69,0,1,0.3,0,0.0,311,45.7,9
8,Tyler Reddick,23,17,30,29,7,31,20.9,-10,104,114,18,17.31,0,38,12.2,0,0.0,310,55.3,8
78,BJ McLeod,30,31,31,30,2,31,29.3,-37,51,88,6,11.76,0,6,1.9,0,0.0,309,39.5,0
41,Cole Custer,24,21,10,31,9,32,18.9,-7,133,140,47,35.34,6,93,29.8,0,0.0,308,59.1,6
00,Quin Houff,35,32,32,32,28,36,32.7,3,33,30,0,0,0,0,0.0,0,0.0,305,33.5,5
15,James Davison,38,33,33,33,23,38,33.1,-6,11,17,0,0,0,0,0.0,0,0.0,303,33.0,4
53,Garrett Smithley,34,34,34,34,33,38,34.9,-4,7,11,0,0,0,0,0.0,0,0.0,300,28.7,0
52,Josh Bilicki,36,35,35,35,33,37,35.2,0,8,8,0,0,0,0,0.0,0,0.0,258,28.7,2
51,Cody Ware,31,36,36,36,4,37,34.6,-4,4,8,0,0,0,1,0.3,0,0.0,101,32.2,0
38,Anthony Alfredo,28,37,37,37,22,35,35.9,-12,9,21,0,0,0,0,0.0,0,0.0,87,30.0,1
66,Timmy Hill,37,38,38,38,37,38,38.0,0,2,2,0,0,0,0,0.0,0,0.0,15,23.2,0
