Car,Driver,StartPos,MidRace,CloserPos,FinishPos,HighPos,LowPos,AvgPos,PassDiff,GreenPass,GreenPassed,QualityPasses,PercentQualityPasses,NumFastestLaps,LapsTop15,PercentLapsTop15,LapsLed,PercentLapsLed,TotalLaps,DriverRating,Pts
22,Joey Logano,10,4,1,1,1,11,4.1,4,26,22,26,100,20,253,100.0,61,24.1,253,128.5,55
47,Ricky Stenhouse Jr,13,15,7,2,2,19,10.8,8,46,38,39,84.78,11,216,85.4,0,0.0,253,98.4,42
11,Denny Hamlin,2,5,2,3,1,7,4.1,-1,20,21,20,100,29,253,100.0,1,0.4,253,120.0,50
99,Daniel Suarez,18,2,4,4,1,18,4.3,0,19,19,19,100,21,253,100.0,58,22.9,253,114.4,49
6,Ryan Newman,14,6,6,5,3,17,7.3,9,25,16,25,100,7,251,99.2,0,0.0,253,104.8,41
24,William Byron,8,3,8,6,1,11,4.9,-1,26,27,26,100,21,253,100.0,0,0.0,253,110.3,40
8,Tyler Reddick,27,11,5,7,5,27,12.2,14,52,38,25,48.08,1,201,79.5,0,0.0,253,89.8,32
12,Ryan Blaney,3,8,12,8,2,26,11.0,4,41,37,28,68.29,6,188,74.3,0,0.0,253,95.7,35
43,Erik Jones,24,12,10,9,8,24,13.0,4,34,30,14,41.18,5,199,78.7,0,0.0,253,84.6,31
9,Chase Elliott,26,10,9,10,5,26,9.7,6,41,35,33,80.49,1,247,97.6,0,0.0,253,90.6,28
2,Brad Keselowski,20,20,13,11,11,26,17.9,-1,54,55,14,25.93,1,99,39.1,0,0.0,253,73.8,26
34,Michael McDowell,16,23,14,12,1,32,21.6,16,58,42,7,12.07,0,45,17.8,0,0.0,253,67.8,25
21,Matt DiBenedetto,12,16,11,13,11,37,18.6,13,45,32,14,31.11,0,73,28.9,0,0.0,253,74.2,24
17,Chris Buescher,11,9,15,14,6,24,12.7,-14,33,47,28,84.85,1,221,87.4,0,0.0,253,82.6,24
4,Kevin Harvick,6,19,16,15,5,29,15.1,6,32,26,13,40.63,4,113,44.7,0,0.0,253,76.3,22
1,Kurt Busch,28,17,17,16,14,28,19.2,-5,33,38,2,6.06,0,24,9.5,0,0.0,253,65.5,21
18,Kyle Busch,4,13,18,17,1,39,21.1,-14,51,65,10,19.61,6,56,22.1,7,2.8,253,77.6,20
37,Ryan Preece,22,18,19,18,9,29,15.0,11,40,29,25,62.5,3,153,60.5,0,0.0,253,79.6,19
19,Martin Truex Jr,5,1,3,19,1,19,2.3,-12,10,22,10,100,39,251,99.2,126,49.8,253,126.1,35
14,Chase Briscoe,25,21,21,20,12,28,22.5,19,46,27,2,4.35,0,9,3.6,0,0.0,252,54.7,17
3,Austin Dillon,9,27,22,21,8,27,21.2,-26,37,63,9,24.32,1,31,12.3,0,0.0,252,60.3,16
48,Alex Bowman,7,14,20,22,2,25,14.8,-10,31,41,22,70.97,5,138,54.6,0,0.0,252,70.3,15
77,Stewart Friesen,32,25,23,23,19,32,23.0,-8,44,52,0,0,0,0,0.0,0,0.0,252,50.2,0
41,Cole Custer,21,24,25,24,16,26,22.2,-15,33,48,0,0,0,0,0.0,0,0.0,252,51.3,13
00,Quin Houff,33,26,26,25,24,39,28.1,-1,21,22,0,0,0,0,0.0,0,0.0,252,48.2,12
96,Ty Dillon,39,22,24,26,14,39,21.7,-1,52,53,0,0,0,0,0.0,0,0.0,252,53.2,0
23,Bubba Wallace,19,7,28,27,4,28,12.4,-12,32,44,21,65.63,2,181,71.5,0,0.0,251,84.2,18
53,JJ Yeley,34,28,29,28,21,34,28.6,-8,17,25,0,0,0,0,0.0,0,0.0,249,44.5,0
5,Kyle Larson,1,30,30,29,1,37,27.2,30,42,12,15,35.71,6,28,11.1,0,0.0,248,59.2,8
52,Josh Bilicki,37,31,31,30,30,39,32.4,0,7,7,0,0,0,0,0.0,0,0.0,247,33.2,7
66,Mike Marlar,38,29,27,31,27,39,30.0,-4,7,11,0,0,0,0,0.0,0,0.0,244,37.8,6
51,Cody Ware,31,32,32,32,29,39,32.9,-8,7,15,0,0,0,0,0.0,0,0.0,242,31.5,0
15,Chris Windom,36,33,33,33,26,36,32.4,-5,13,18,0,0,0,0,0.0,0,0.0,62,33.7,0
20,Christopher Bell,15,34,34,34,2,30,28.2,10,21,11,21,100,8,51,20.2,0,0.0,54,64.2,3
42,Ross Chastain,17,35,35,35,11,24,31.7,1,23,22,3,13.04,0,8,3.2,0,0.0,52,40.7,2
10,Aric Almirola,23,36,36,36,23,30,34.6,-3,17,20,0,0,0,0,0.0,0,0.0,39,35.3,1
78,Shane Golobic,35,37,37,37,30,37,36.4,6,10,4,0,0,1,0,0.0,0,0.0,39,30.4,1
7,Corey Lajoie,30,38,38,38,27,34,37.1,-8,15,23,0,0,0,0,0.0,0,0.0,39,30.3,1
38,Anthony Alfredo,29,39,39,39,26,34,37.9,-4,17,21,0,0,0,0,0.0,0,0.0,39,27.8,1
