Car,Driver,StartPos,MidRace,CloserPos,FinishPos,HighPos,LowPos,AvgPos,PassDiff,GreenPass,GreenPassed,QualityPasses,PercentQualityPasses,NumFastestLaps,LapsTop15,PercentLapsTop15,LapsLed,PercentLapsLed,TotalLaps,DriverRating,Pts
48,Alex Bowman,24,6,4,1,1,27,8.3,22,99,77,53,53.54,27,362,90.5,10,2.5,400,112.8,51
11,Denny Hamlin,2,2,2,2,1,17,1.7,-7,45,52,27,60,89,400,100.0,207,51.8,400,138.5,55
22,Joey Logano,5,4,1,3,1,20,2.9,-4,38,42,30,78.95,32,398,99.5,49,12.3,400,121.2,50
20,Christopher Bell,8,16,3,4,2,18,7.6,2,90,88,64,71.11,11,390,97.5,0,0.0,400,108.4,40
19,Martin Truex Jr,1,3,8,5,1,20,4.0,-8,72,80,38,52.78,74,399,99.8,107,26.8,400,125.1,50
10,Aric Almirola,22,14,7,6,3,24,11.6,16,98,82,46,46.94,0,308,77.0,0,0.0,400,89.8,32
24,William Byron,4,11,6,7,2,25,8.0,-11,97,108,61,62.89,6,393,98.3,0,0.0,400,102.6,40
18,Kyle Busch,10,12,10,8,1,29,9.4,-4,95,99,52,54.74,11,388,97.0,1,0.3,400,95.2,33
21,Matt DiBenedetto,16,8,9,9,3,26,10.6,12,77,65,53,68.83,1,334,83.5,0,0.0,400,86.4,33
3,Austin Dillon,11,9,12,10,1,18,10.3,9,77,68,55,71.43,1,389,97.3,1,0.3,400,87.9,30
12,Ryan Blaney,7,5,15,11,2,19,11.8,-7,65,72,33,50.77,3,259,64.8,0,0.0,400,87.5,32
9,Chase Elliott,3,15,11,12,2,25,12.4,-10,83,93,48,57.83,0,301,75.3,0,0.0,400,82.2,25
1,Kurt Busch,17,20,14,13,2,23,14.9,0,76,76,40,52.63,27,241,60.3,0,0.0,400,82.0,24
2,Brad Keselowski,20,1,13,14,1,23,10.0,8,63,55,42,66.67,11,374,93.5,25,6.3,400,90.7,25
42,Ross Chastain,18,17,16,15,5,28,15.8,-3,87,90,28,32.18,2,155,38.8,0,0.0,399,76.4,22
99,Daniel Suarez,27,10,17,16,6,32,18.2,23,94,71,26,27.66,1,151,37.8,0,0.0,399,68.0,21
47,Ricky Stenhouse Jr,14,19,18,17,5,26,17.7,-2,87,89,27,31.03,18,60,15.0,0,0.0,399,69.7,20
5,Kyle Larson,6,24,25,18,5,30,20.6,-9,65,74,4,6.15,10,33,8.3,0,0.0,398,68.0,19
43,Erik Jones,30,23,20,19,9,31,23.1,13,83,70,5,6.02,0,1,0.3,0,0.0,398,55.3,18
8,Tyler Reddick,13,13,19,20,2,20,14.7,-3,79,82,36,45.57,1,193,48.3,0,0.0,398,71.0,17
7,Corey Lajoie,36,18,21,21,3,36,21.6,17,77,60,12,15.58,0,44,11.0,0,0.0,398,54.8,16
14,Chase Briscoe,26,25,22,22,12,29,22.9,-3,72,75,1,1.39,0,2,0.5,0,0.0,398,58.5,15
41,Cole Custer,21,27,23,23,11,30,24.7,-1,74,75,1,1.35,1,2,0.5,0,0.0,398,53.9,14
4,Kevin Harvick,9,7,5,24,1,27,7.0,-6,81,87,39,48.15,11,375,93.8,0,0.0,397,93.4,20
17,Chris Buescher,12,26,26,25,12,33,25.6,-17,56,73,0,0,0,2,0.5,0,0.0,397,50.3,12
23,Bubba Wallace,15,22,28,26,12,30,23.6,-18,61,79,5,8.2,4,40,10.0,0,0.0,397,55.5,11
34,Michael McDowell,23,30,27,27,20,32,27.2,-8,62,70,0,0,2,0,0.0,0,0.0,396,45.3,10
33,Austin Cindric,38,21,29,28,13,38,25.5,10,82,72,6,7.32,2,2,0.5,0,0.0,396,51.1,0
37,Ryan Preece,25,29,24,29,16,32,27.0,6,73,67,0,0,7,0,0.0,0,0.0,396,45.7,8
6,Ryan Newman,19,28,30,30,11,33,27.5,0,55,55,0,0,0,2,0.5,0,0.0,395,49.7,7
38,Anthony Alfredo,29,33,31,31,28,34,31.7,-3,20,23,0,0,0,0,0.0,0,0.0,395,39.2,6
78,BJ McLeod,35,31,32,32,1,36,30.4,0,43,43,0,0,0,1,0.3,0,0.0,393,38.0,0
15,James Davison,28,34,34,33,28,37,34.7,-2,12,14,0,0,0,0,0.0,0,0.0,390,29.7,4
00,Quin Houff,32,35,33,34,30,36,34.3,-3,15,18,0,0,0,0,0.0,0,0.0,390,32.2,3
53,Garrett Smithley,37,32,35,35,14,37,33.4,4,17,13,0,0,0,1,0.3,0,0.0,389,32.2,0
51,Cody Ware,33,37,37,36,33,37,35.8,-4,8,12,0,0,3,0,0.0,0,0.0,385,28.8,0
52,Josh Bilicki,31,36,36,37,30,37,36.6,-4,5,9,0,0,0,0,0.0,0,0.0,384,26.3,1
77,Justin Haley,34,38,38,38,34,38,38.0,-5,0,5,0,0,0,0,0.0,0,0.0,1,23.2,0
