Car,Driver,StartPos,MidRace,CloserPos,FinishPos,HighPos,LowPos,AvgPos,PassDiff,GreenPass,GreenPassed,QualityPasses,PercentQualityPasses,NumFastestLaps,LapsTop15,PercentLapsTop15,LapsLed,PercentLapsLed,TotalLaps,DriverRating,Pts
2,Brad Keselowski,10,8,4,1,1,35,8.5,28,324,296,229,70.68,5,163,85.3,1,0.5,191,117.9,49
24,William Byron,4,2,7,2,1,30,12.4,11,366,355,213,58.2,5,117,61.3,12,6.3,191,99.4,41
34,Michael McDowell,23,10,10,3,1,27,10.2,30,394,364,230,58.38,5,148,77.5,0,0.0,191,104.3,45
4,Kevin Harvick,16,30,12,4,1,31,11.8,6,319,313,253,79.31,4,136,71.2,12,6.3,191,94.1,35
21,Matt DiBenedetto,13,7,3,5,1,32,9.5,2,228,226,139,60.96,3,142,74.4,28,14.7,191,104.3,42
16,Kaz Grala,38,21,20,6,2,38,27.0,8,183,175,25,13.66,4,16,8.4,0,0.0,191,64.3,31
8,Tyler Reddick,20,19,14,7,2,32,15.6,1,355,354,167,47.04,1,103,53.9,0,0.0,191,77.6,30
3,Austin Dillon,11,5,16,8,2,31,15.0,-4,362,366,199,54.97,9,112,58.6,0,0.0,191,88.9,29
12,Ryan Blaney,7,16,19,9,1,35,9.0,-11,251,262,164,65.34,2,140,73.3,11,5.8,191,97.7,42
41,Cole Custer,27,9,15,10,1,34,13.4,4,367,363,233,63.49,0,117,61.3,0,0.0,191,89.7,27
14,Chase Briscoe,25,13,13,11,1,35,15.6,27,335,308,123,36.72,9,97,50.8,1,0.5,191,78.7,26
38,Anthony Alfredo,30,24,23,12,6,35,23.1,-21,223,244,20,8.97,5,11,5.8,0,0.0,191,61.1,25
6,Ryan Newman,28,23,29,13,1,33,25.0,-23,164,187,14,8.54,2,17,8.9,2,1.1,191,60.1,24
37,Ryan Preece,29,1,9,14,1,36,13.6,43,372,329,197,52.96,5,110,57.6,9,4.7,191,93.3,29
10,Aric Almirola,14,18,18,15,1,38,18.1,-15,190,205,66,34.74,5,64,33.5,16,8.4,191,71.5,22
42,Ross Chastain,18,32,2,16,1,37,14.4,-7,339,346,227,66.96,4,121,63.4,12,6.3,191,79.1,21
20,Christopher Bell,6,14,11,17,1,39,10.5,11,408,397,268,65.69,5,168,88.0,2,1.1,191,92.7,23
18,Kyle Busch,9,11,8,18,1,25,9.1,-8,399,407,282,70.68,2,169,88.5,6,3.1,191,93.4,26
23,Bubba Wallace,24,12,6,19,1,36,11.9,58,393,335,237,60.31,7,140,73.3,16,8.4,191,92.9,28
96,Harrison Burton,39,17,26,20,6,40,20.7,0,264,264,64,24.24,2,44,23.0,0,0.0,191,58.4,0
17,Chris Buescher,21,31,17,21,2,32,12.1,-15,353,368,229,64.87,4,138,72.3,0,0.0,191,80.3,25
7,Corey Lajoie,26,22,22,22,2,39,27.2,2,153,151,5,3.27,1,7,3.7,0,0.0,191,49.1,15
99,Daniel Suarez,19,33,24,23,2,39,28.3,-9,125,134,32,25.6,7,14,7.3,0,0.0,191,51.3,14
9,Chase Elliott,8,25,21,24,1,36,17.8,3,373,370,211,56.57,5,74,38.7,3,1.6,191,61.8,21
78,BJ McLeod,31,27,27,25,4,38,27.7,-16,133,149,2,1.5,1,7,3.7,0,0.0,191,43.3,0
15,JJ Yeley,37,26,25,26,3,38,25.6,-25,138,163,3,2.17,1,9,4.7,0,0.0,191,46.5,0
43,Erik Jones,22,6,1,27,1,37,19.9,-19,216,235,88,40.74,10,74,38.7,7,3.7,190,62.0,10
51,Cody Ware,33,34,30,28,15,38,30.2,-15,138,153,0,0,2,1,0.5,0,0.0,190,37.7,0
66,Timmy Hill,40,29,31,29,8,40,30.8,-7,110,117,0,0,3,2,1.1,0,0.0,190,35.7,0
77,Justin Haley,34,36,28,30,6,37,31.6,-20,66,86,0,0,1,2,1.1,0,0.0,190,37.0,0
19,Martin Truex Jr,3,15,5,31,2,38,15.8,41,396,355,198,50,6,104,54.5,0,0.0,189,71.0,6
11,Denny Hamlin,1,35,33,32,1,36,19.9,-1,165,166,106,64.24,4,85,44.5,43,22.9,188,90.1,12
47,Ricky Stenhouse Jr,17,20,34,33,2,36,23.0,36,288,252,97,33.68,6,31,16.2,0,0.0,186,53.9,7
28,Joey Gase,35,37,35,34,21,39,35.3,-18,25,43,0,0,0,0,0.0,0,0.0,186,30.0,0
1,Kurt Busch,15,3,36,35,2,37,25.0,-3,252,255,138,54.76,8,50,26.2,0,0.0,185,64.6,2
52,Josh Bilicki,36,38,37,36,31,39,37.6,-12,8,20,0,0,2,0,0.0,0,0.0,180,27.6,1
00,Quin Houff,32,28,32,37,4,39,26.5,-52,165,217,1,0.61,2,5,2.6,0,0.0,168,41.6,1
48,Alex Bowman,5,4,38,38,1,34,22.9,-9,286,295,172,60.14,2,74,38.7,0,0.0,123,73.0,5
22,Joey Logano,2,39,39,39,1,31,28.8,13,109,96,97,88.99,0,53,27.8,10,17.0,59,73.9,1
5,Kyle Larson,12,40,40,40,12,40,39.9,-31,3,34,2,66.67,0,0,0.0,0,0.0,3,23.2,1
