Car,Driver,StartPos,MidRace,CloserPos,FinishPos,HighPos,LowPos,AvgPos,PassDiff,GreenPass,GreenPassed,QualityPasses,PercentQualityPasses,NumFastestLaps,LapsTop15,PercentLapsTop15,LapsLed,PercentLapsLed,TotalLaps,DriverRating,Pts
2,Austin Cindric,5,2,9999,1,9999,9999,6.2,-13,168,181,125,74.4,0,176,87.6,21,10.4,201,122.4,54
6,Brad Keselowski,3,5,9999,9,9999,9999,4.8,1,171,170,148,86.5,4,198,98.5,67,33.3,201,121.3,54
19,Martin Truex Jr,14,18,9999,13,9999,9999,11.9,25,258,233,192,74.4,4,143,71.1,11,5.5,201,94,49
23,Bubba Wallace,16,19,9999,2,9999,9999,10.2,16,253,237,191,75.5,7,145,72.1,12,6,201,104.7,47
14,Chase Briscoe,9,10,9999,3,9999,9999,18.3,17,209,192,70,33.5,6,88,43.8,0,0,201,75,41
12,Ryan Blaney,7,1,9999,4,9999,9999,8.3,-18,163,181,134,82.2,3,175,87.1,36,17.9,201,107.5,41
34,Michael McDowell,6,8,9999,7,9999,9999,11.9,-19,222,241,160,72.1,2,144,71.6,0,0,201,93.6,39
18,Kyle Busch,10,20,9999,6,9999,9999,11.4,9,255,246,182,71.4,5,125,62.2,28,13.9,201,101.4,38
17,Chris Buescher,4,3,9999,16,9999,9999,7.9,-13,161,174,136,84.5,1,173,86.1,0,0,200,97.4,35
9,Chase Elliott,11,23,9999,10,9999,9999,16.1,-2,249,251,131,52.6,6,93,46.3,0,0,201,72.5,34
22,Joey Logano,20,12,9999,21,9999,9999,17.7,50,244,194,79,32.4,8,80,39.8,1,0.5,198,83.6,33
10,Aric Almirola,38,11,9999,5,9999,9999,15.9,8,244,236,97,39.8,4,104,51.7,0,0,201,80.3,32
15,David Ragan,34,29,9999,8,9999,9999,25.2,-9,110,119,8,7.3,6,18,9,0,0,201,63.7,29
42,Ty Dillon,26,9,9999,11,9999,9999,16.3,-20,210,230,62,29.5,3,102,50.7,0,0,201,77.7,26
47,Ricky Stenhouse Jr,18,15,9999,28,9999,9999,11.3,18,248,230,192,77.4,6,153,76.1,16,8,194,93.9,25
45,Kurt Busch,17,21,9999,19,9999,9999,17.6,21,201,180,116,57.7,11,80,39.8,0,0,199,74.6,24
7,Corey Lajoie,24,25,9999,14,9999,9999,25.2,-4,92,96,0,0,2,7,3.5,0,0,201,57.2,23
51,Cody Ware,32,28,9999,17,9999,9999,27.1,-22,57,79,0,0,4,0,0,0,0,200,48.6,20
99,Daniel Suarez,21,22,9999,18,9999,9999,21.3,-27,156,183,65,41.7,4,30,14.9,0,0,199,59,19
41,Cole Custer,31,7,9999,20,9999,9999,22.3,-17,127,144,22,17.3,3,47,23.4,0,0,199,55.2,17
3,Austin Dillon,36,26,9999,25,9999,9999,27.1,7,139,132,14,10.1,3,10,5,1,0.5,197,43,17
43,Erik Jones,13,17,9999,29,9999,9999,12.1,-21,216,237,138,63.9,6,125,62.2,3,1.5,191,81,16
27,Jacques Villeneuve,40,30,9999,22,9999,9999,29.5,-5,50,55,0,0,6,2,1,0,0,198,42.7,15
31,Justin Haley,25,31,9999,23,9999,9999,30.8,-5,67,72,4,6,2,2,1,0,0,198,41.4,14
48,Alex Bowman,2,34,9999,24,9999,9999,27.1,-5,132,137,73,55.3,6,34,16.9,0,0,197,65.8,13
5,Kyle Larson,1,13,9999,32,9999,9999,13,-13,261,274,184,70.5,7,149,74.1,1,0.5,190,81.2,13
38,Todd Gilliland,29,6,9999,33,9999,9999,14,7,227,220,120,52.9,2,134,66.7,0,0,190,69.9,13
4,Kevin Harvick,22,4,9999,30,9999,9999,13.7,-30,212,242,96,45.3,3,123,61.2,0,0,191,72.8,11
78,BJ McLeod,37,32,9999,27,9999,9999,32.3,-6,51,57,0,0,2,2,1,0,0,196,35.7,10
20,Christopher Bell,12,35,9999,34,9999,9999,25.9,4,105,101,102,97.1,0,62,30.8,0,0,152,71.3,9
21,Harrison Burton,8,38,9999,39,9999,9999,30.3,2,130,128,68,52.3,1,38,18.9,3,1.5,62,50.9,9
8,Tyler Reddick,15,16,9999,35,9999,9999,21.5,4,181,177,70,38.7,4,56,27.9,0,0,151,54.4,5
1,Ross Chastain,19,39,9999,40,9999,9999,32.4,2,145,143,56,38.6,3,27,13.4,0,0,62,41.9,2
11,Denny Hamlin,30,36,9999,37,9999,9999,28.6,21,121,100,59,48.8,1,39,19.4,0,0,63,54.5,1
24,William Byron,23,37,9999,38,9999,9999,30.3,17,141,124,44,31.2,5,29,14.4,1,0.5,62,46.4,1
16,Daniel Hemric,33,24,9999,12,9999,9999,26.4,-2,96,98,28,29.2,7,20,10,0,0,201,60.6,0
77,Landon Cassill,27,27,9999,15,9999,9999,28.1,-2,71,73,2,2.8,2,8,4,0,0,201,51.7,0
50,Kaz Grala,35,33,9999,26,9999,9999,33.4,-4,52,56,0,0,1,0,0,0,0,196,35.8,0
62,Noah Gragson,39,14,9999,31,9999,9999,18.9,43,228,185,45,19.7,4,74,36.8,0,0,190,52.8,0
44,Greg Biffle,28,40,9999,36,9999,9999,37.5,-11,39,50,0,0,1,0,0,0,0,136,27.5,0
